fk_pcg_version,pcg_type,pcg_subtype,account_number,account_parent,label
SKR04,Eigenkapitalkonten/Fremdkapitalkonten,Sonderposten mit Rücklageanteil,2997,2,Sonderposten bei Rücklageanteil § 7g Abs. 5 EStG
SKR04,Eigenkapitalkonten/Fremdkapitalkonten,Sonderposten mit Rücklageanteil,2999,2,Sonderposten für Zuschüsse und Zulagen
SKR04,Fremdkapitalkonten,Fremdkapitalkonten,3,3,Fremdkapitalkonten
SKR04,Fremdkapitalkonten,Rückstellungen,3000,3,Rückstellungen für Pensionen und ähnliche Verpflichtungen
SKR04,Fremdkapitalkonten,Rückstellungen,3005,3000,Rückstellungen für Pensionen und ähnliche Verpflichtungen gegenüber Gesellschaftern oder nahestehenden Personen (10 % Beteiligung am Kapital)
SKR04,Fremdkapitalkonten,Rückstellungen,3009,3000,Rückstellungen für Pensionen und ähnliche Verpflichtungen zur Saldierung mit Vermögensgegenständen zum langfristigen Verbleib nach § 246 Abs. 2 HGB
SKR04,Fremdkapitalkonten,Rückstellungen,3010,3000,Rückstellungen für Direktzusagen
SKR04,Fremdkapitalkonten,Rückstellungen,3011,3000,Rückstellungen für Zuschussverpflichtungen für Pensionskassen und Lebensversicherungen
SKR04,Fremdkapitalkonten,Rückstellungen,3015,3000,Rückstellungen für pensionähnliche Verpflichtungen
SKR04,Fremdkapitalkonten,Rückstellungen,3020,3,Steuerrückstellungen
SKR04,Fremdkapitalkonten,Rückstellungen,3030,3020,
SKR04,Fremdkapitalkonten,Rückstellungen,3035,3020,Gewerbesteuerrückstellungen § 4 Abs. 5b EStG
SKR04,Fremdkapitalkonten,Rückstellungen,3040,3020,Körperschaftsteuerrückstellungen
SKR04,Fremdkapitalkonten,Rückstellungen,3050,3020,Steuerrückstellung aus Steuerstundung (BstBK)
SKR04,Fremdkapitalkonten,Rückstellungen,3060,3020,Rückstellungen für latente Steuern
SKR04,Fremdkapitalkonten,Rückstellungen,3065,3020,Passive latente Steuern
SKR04,Fremdkapitalkonten,Rückstellungen,3070,3,Sonstige Rückstellungen
SKR04,Fremdkapitalkonten,Rückstellungen,3074,3070,Rückstellungen für Personalkosten
SKR04,Fremdkapitalkonten,Rückstellungen,3075,3070,"Rückstellungen für unterlassene Aufwendungen für Instandhaltung, Nachholung in den ersten drei Monaten"
SKR04,Fremdkapitalkonten,Rückstellungen,3076,3070,Rückstellungen für mit der Altersversorgung vergleichbare langfristige Verpflichtungen zum langfristigen Verbleib
SKR04,Fremdkapitalkonten,Rückstellungen,3077,3070,Rückstellungen für mit der Altersversorgung vergleichbare langfristige Verpflichtungen zur Saldierung mit Vermögensgegenständen zum langfristigen Verbleib nach § 246 Abs. 2 HGB
SKR04,Fremdkapitalkonten,Rückstellungen,3079,3070,Urlaubsrückstellungen
SKR04,Fremdkapitalkonten,Rückstellungen,3085,3070,Rückstellungen für Abraum- und Abfallbeseitigung
SKR04,Fremdkapitalkonten,Rückstellungen,3090,3070,Rückstellungen für Gewährleistungen (Gegenkonto 6790)
SKR04,Fremdkapitalkonten,Rückstellungen,3092,3070,Rückstellungen für drohende Verluste aus schwebenden Geschäften
SKR04,Fremdkapitalkonten,Rückstellungen,3095,3070,Rückstellungen für Abschluss- und Prüfungskosten
SKR04,Fremdkapitalkonten,Rückstellungen,3096,3070,Rückstellungen zur Erfüllung der Aufbewahrungspflichten
SKR04,Fremdkapitalkonten,Rückstellungen,3098,3070,Aufwandsrückstellungen gemäß § 249 Abs. 2 HGB a. F.
SKR04,Fremdkapitalkonten,Rückstellungen,3099,3070,Rückstellungen für Umweltschutz
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3100,3,"Anleihen, nicht konvertibel"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3101,3100,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3105,3100,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3110,3100,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3120,3100,"Anleihen, konvertibel"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3121,3120,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3125,3120,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3130,3120,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3150,3,Verbindlichkeiten gegenüber Kreditinstituten
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3151,3150,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3160,3150,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3170,3150,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3180,3150,Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3181,3180,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3190,3180,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3200,3180,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3210,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3211,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3212,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3213,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3214,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3215,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3216,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3217,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3218,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3219,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3220,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3221,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3222,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3223,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3224,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3225,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3226,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3227,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3228,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3229,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3230,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3231,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3232,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3233,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3234,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3235,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3236,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3237,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3238,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3239,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3240,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3241,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3242,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3243,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3244,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3245,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3246,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3247,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3248,3150,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3249,3150,Gegenkonto 3150-3109 bei Aufteilung der Konten 3210-3248
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3250,3,Erhaltene Anzahlungen auf Bestellungen (Verbindlichkeiten)
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3260,3250,"Erhaltene, versteuerte Anzahlungen 7 % USt (Verbindlichkeiten)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3261,3250,
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3262,3250,
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3263,3250,
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3264,3250,
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3270,3250,
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3271,3250,
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3272,3250,"Erhaltene, versteuerte Anzahlungen 19 % USt (Verbindlichkeiten)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3273,3250,
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3274,3250,
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3280,3250,Erhaltene Anzahlungen – Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3284,3280,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3285,3280,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3300,3,Verbindlichkeiten aus Lieferungen und Leistungen
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3301,3300,Verbindlichkeiten aus Lieferungen und Leistungen
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3302,3300,Verbindlichkeiten aus Lieferungen und Leistungen
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3303,3300,Verbindlichkeiten aus Lieferungen und Leistungen
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3305,3300,Verbindlichkeiten aus Lieferungen und Leistungen zum allgemeinen Umsatzsteuersatz (EÜR)
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3306,3300,Verbindlichkeiten aus Lieferungen und Leistungen zum ermäßigten Umsatzsteuersatz (EÜR)
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3307,3300,Verbindlichkeiten aus Lieferungen und Leistungen ohne Vorsteuer (EÜR)
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3309,3300,Gegenkonto 3305-3307 bei Aufteilung der Verbindlichkeiten nach Steuersätzen (EÜR)
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3310,3300,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3311,3300,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3312,3300,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3313,3300,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3334,3300,Verbindlichkeiten aus Lieferungen und Leistungen für Investitionen für § 4/3 EStG
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3335,3300,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent – Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3337,3335,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3338,3335,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3340,3300,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3341,3340,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3345,3340,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3348,3340,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3349,3300,"Gegenkonto 3335-3348, 3420-3449, 3470-3499 bei Aufteilung Kreditorenkonto"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3350,3,Wechselverbindlichkeiten
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3351,3350,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3380,3350,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3390,3350,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3400,3,Verbindlichkeiten gegenüber verbundenen Unternehmen
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3401,3400,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3405,3400,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3410,3400,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3420,3400,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3421,3420,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3425,3420,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3430,3420,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3450,3,"Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3451,3450,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3455,3450,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3460,3450,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3470,3450,"Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3471,3470,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3475,3470,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3480,3470,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3500,3,Sonstige Verbindlichkeiten
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3501,3500,- Restlaufzeit bis 1Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3504,3500,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3507,3500,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3509,3500,Sonstige Verbindlichkeiten nach § 11 Abs. 2 Satz 2 EStG für § 4/3 EStG
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3510,3500,Verbindlichkeiten gegenüber Gesellschaftern
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3511,3510,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3514,3510,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3517,3510,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3519,3500,Verbindlichkeiten gegenüber Gesellschaftern für offene Ausschüttungen
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3520,3500,Darlehen typisch stiller Gesellschafter
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3521,3520,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3524,3520,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3527,3520,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3530,3500,Darlehen atypisch stiller Gesellschafter
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3531,3530,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3534,3530,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3537,3530,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3540,3500,Partiarische Darlehen
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3541,3540,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3544,3540,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3547,3540,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3550,3500,Erhaltene Kautionen
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3551,3550,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3554,3550,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3557,3550,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3560,3500,Darlehen
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3561,3560,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3564,3560,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3567,3560,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3570,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3571,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3572,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3573,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3574,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3575,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3576,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3577,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3578,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3579,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3580,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3581,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3582,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3583,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3584,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3585,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3586,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3587,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3588,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3589,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3590,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3591,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3592,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3593,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3594,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3595,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3596,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3597,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3598,3500,"(frei, in Bilanz kein Restlaufzeitvermerk)"
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3599,3500,Gegenkonto 3500-3569 und 3640-3658 bei Aufteilung der Konten 3570-3598
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3600,3500,Agenturwarenabrechnungen
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3610,3500,Kreditkartenabrechnung
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3611,3500,Verbindlichkeiten gegenüber Arbeitsgemeinschaften
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3620,3500,Gewinnverfügungskonto stille Gesellschafter
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3630,3500,Sonstige Verrechnungskosten (Interimskonto)
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3635,3500,Sonstige Verbindlichkeiten aus genossenschaftlicher Rückvergütung
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3640,3500,Verbindlichkeiten gegenüber GmbH-Gesellschaftern
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3641,3640,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3642,3640,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3643,3640,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3645,3500,Verbindlichkeiten gegenüber persönlich haftenden Gesellschaftern
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3646,3645,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3647,3645,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3648,3645,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3650,3500,Verbindlichkeiten gegenüber Kommanditisten
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3651,3650,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3652,3650,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3653,3650,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3655,3500,Verbindlichkeiten gegenüber stillen Gesellschaftern
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3656,3655,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3657,3655,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3658,3655,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3695,3500,Verrechnungskonto geleistete Anzahlungen bei Buchungen über Kreditorenkonto
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3700,3500,Verbindlichkeiten aus Steuern und Abgaben
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3701,3700,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3710,3700,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3715,3700,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3720,3500,Verbindlichkeiten aus Lohn und Gehalt
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3725,3500,Verbindlichkeiten für Einbehaltungen von Arbeitnehmern
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3726,3500,Verbindlichkeiten an das Finanzamt aus abzuführendem Bauabzugsbetrag
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3730,3500,Verbindlichkeiten aus Lohn- und Kirchensteuer
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3740,3500,Verbindlichkeiten im Rahmen der sozialen Sicherheit
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3741,3740,- Restlaufzeit bis 1 Jahr
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3750,3740,- Restlaufzeit 1 bis 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3755,3740,- Restlaufzeit größer 5 Jahre
SKR04,Fremdkapitalkonten,Verbindlichkeiten,3759,3500,Voraussichtliche Beitragsschuld gegenüber den Sozialversicherungsträgern
